"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
7.30368769485235,15.1451851753518,0,1,1,1,0,9.7369028609246,15.5210120298434,0,7.52592004812323
8.33230648555892,15.1616572244093,1,1,0,1,1,13.1363489979412,7.02736231009476,1,9.88055595965125
8.4707966633956,8.71499462262727,0,0,0,0,1,10.2451248976868,10.6828935304657,0,14.9798072711565
8.88834640124747,7.3682109315414,1,0,0,0,1,15.6448997857515,7.16200365591794,0,11.7067243908532
7.28448896589294,12.2116611888632,0,1,0,0,1,13.4147828524001,13.5019475438166,0,12.7218377199024
6.50538393932442,12.6314511820674,0,0,0,1,0,8.01377768744715,8.77166621643119,0,14.7647683508694
5.93592632368611,13.1143834746908,1,1,1,1,1,9.43634683801793,14.4483731524087,0,13.07407277124
7.72319607300297,7.025104298722,1,1,0,0,1,14.5131471548229,14.9163755404297,0,14.8837597991806
5.2353961317007,7.32191411172971,0,1,0,1,0,9.42287851101719,9.63082324201241,0,14.0555030975956
5.1685942538856,12.3699179433752,1,1,1,1,1,7.74658704968169,8.58315889467485,0,9.17146956152283
7.98577352163688,15.3366584000178,1,1,0,1,1,12.6980980494991,7.71909675840288,1,8.20260441210121
4.86548868966884,10.2864582561888,0,1,0,1,1,11.6926160783041,11.9792018365115,0,11.4210047242232
7.18711336025408,12.5572679757606,1,1,0,1,1,8.74690138059668,13.678751740139,1,14.9939518270548
6.32074499634832,12.9807998663746,1,0,0,1,1,14.2760991044343,9.45869852812029,0,15.4520966212731
7.04249378059539,12.7712824682239,0,1,0,1,1,7.28896849439479,8.08928137668408,1,13.354551921133
5.8820286071356,7.25198347028345,1,1,0,1,1,9.3633690897841,14.0901580050122,0,14.3578346946742
4.22754240833016,8.41283535538241,0,1,1,1,1,14.3558698089328,9.46533974888735,0,13.4015602115542
4.71152819067894,12.2169348245952,0,1,0,1,0,13.8362065372057,9.81093377433717,0,12.3532127663493
6.54591625755327,10.587307467591,1,1,0,1,1,14.9547187450808,9.99200196005404,1,13.097305849893
5.98465114880506,8.63093407684937,1,0,0,1,0,14.1654092983808,12.6676119382028,0,10.3872036570683
6.01213162153371,11.0269709574059,1,0,0,1,0,14.614513044944,8.16306861978956,0,10.6565930251963
4.265987755841,11.8347648244817,1,1,0,1,1,13.498462296091,9.52370600006543,0,13.511219041422
7.14695601212522,8.79996601934545,0,1,0,0,1,7.35310964006931,7.25921038282104,0,9.39504894963466
4.29126042697223,7.02714275242761,0,1,0,1,1,10.9178032861091,11.4871113444678,0,9.07064313697629
7.12472391998953,12.472491475055,0,1,0,1,1,10.917268851772,9.16271248017438,1,11.9767023236491
6.33254080565659,9.44407777115703,1,1,0,1,1,13.4411154142581,7.41408530971967,1,8.08762762090191
8.88398546279959,7.06207184446976,1,0,0,0,0,10.0028417976573,12.4522736624349,0,10.591130935587
4.63339909732326,9.75190412905067,0,1,0,1,1,8.71511547919363,13.5238949097693,0,9.77069209795445
8.77176748175189,7.14079409651458,0,0,0,0,1,13.3867676192895,8.89061884605326,0,11.4992519759107
6.33708705802025,9.87443844648078,1,1,0,1,1,10.2341117789038,13.2622092713136,1,9.52145457058214
5.1659909018579,14.8912695066538,1,1,0,1,1,12.8221321848687,14.7752573387697,0,8.78538734372705
5.73082369060323,11.8300170085859,1,0,0,1,1,15.8409314099699,14.5374790087808,0,10.4712485014461
8.21765104340475,13.79339060653,1,0,0,0,1,15.1232096336316,12.2335576326586,0,15.2949028785806
6.06306428650301,14.3812539039645,1,0,0,1,0,13.2884103986435,9.48116849735379,0,7.77288065874018
7.58472776677972,14.2957456861623,1,1,0,1,1,9.36913795140572,8.93008161731996,1,11.3239023562055
6.72675806456586,15.2431388304103,1,1,0,0,1,10.0415107901208,11.1830052586738,0,13.0163999549113
9.0022480864513,8.55471204593778,1,0,0,0,1,14.2687620746437,15.6835053460672,0,11.6776717756875
7.28653123130819,15.1516180471517,0,0,0,0,1,14.1093179732561,7.56377574242651,0,15.9787193306256
8.11886254116425,13.8755678287707,1,1,0,1,1,7.61098463274539,12.0121455197223,1,14.8372871354222
7.00080343096364,13.7622129525989,1,1,0,0,0,11.4644907671027,7.32056645886041,0,15.1458126592916
7.63973083451067,9.65813906607218,1,1,0,0,1,12.3933491115458,12.6545443101786,0,9.10344949318096
8.25040960898258,12.2979948732536,1,0,0,0,1,13.3741827029735,14.4674810941797,0,8.45989626110531
6.32500416036876,9.70548442425206,0,0,0,1,1,11.8932650750503,9.6387013446074,0,8.24032979714684
6.99257038548628,14.3088618642651,1,1,1,1,0,14.9756723148748,12.4054422238842,0,14.5511323160026
4.23260386172273,8.31569556216709,1,1,0,1,1,11.2962522031739,8.82104048132896,0,15.4652656745166
4.79567362938659,10.3857214034069,1,1,0,1,1,9.80119483894669,8.45813597342931,0,9.44009517063387
6.74456819556901,11.8638706081547,1,1,0,0,0,15.4776184645016,13.0227267558221,0,8.29404208459891
4.01830298576336,13.0694400200155,1,1,0,1,1,10.8033805449959,7.26516657578759,0,8.29452092386782
